,Tweets,len,ID,Date,Source,Likes,coordinates,timestamp,SA
126,"RT @JuntsXCat: ?? #president @KRLS: ""Iceta ha vist que el 155 no passarà el cotó de la democràcia i ha dit que dimitirà si en 2 anys no aco…",140,941068001587195904,2017-12-13 22:11:10,Twitter for Android,0,,2017-12-13,0
127,Vull desitjar una feliç Festa de les Llums a la comunitat jueva de Catalunya. La diversitat en tots els àmbits ens… https://t.co/ttWZaFKs4m,139,941052073197613061,2017-12-13 21:07:52,Twitter for Android,10018,,2017-12-13,0
128,Us convido a participar aquest divendres a l’acte central de @JuntsXCat Us podeu inscriure aquí ?… https://t.co/jMZkScgNNK,122,940986181378101248,2017-12-13 16:46:02,Twitter for Android,1967,,2017-12-13,0
129,"RT @JuntsXCat: ? Perquè torni el president, s’ha de votar el president

#JuntsXCat #21D https://t.co/rEnK1nShqy",111,940975904494321665,2017-12-13 16:05:12,Twitter for Android,0,,2017-12-13,0
130,RT @324cat: Els resultats dels esforços d'un grup d'advocats voluntaris per portar als jutjats l'acció policial durant el #referèndum de l'…,140,940975499056238592,2017-12-13 16:03:36,Twitter for Android,0,,2017-12-13,0
131,La independència és la millor política de benestar que podem fer. Fins a 10.000 euros per família marxen cada any p… https://t.co/YNGHI1JS9w,140,940927688356847616,2017-12-13 12:53:37,Twitter Web Client,7609,,2017-12-13,0
132,RT @elnacionalcat: Els juristes del Col·lectiu Praga denuncien la inconstitucionalitat del 155 https://t.co/3U60d1YR2a,118,940918474020356096,2017-12-13 12:17:00,Twitter Web Client,0,,2017-12-13,0
133,"RT @joanpique1: Fonollosa, Bages, 250 habitants. L'#1O va rebre aquesta visita de 70 guàrdies civils. Es van presentar denúncies per agress…",140,940918367933911040,2017-12-13 12:16:34,Twitter Web Client,0,,2017-12-13,0
134,"RT @diariARA: El port de Barcelona bat rècords amb un augment del 48,5% del tràfic al novembre https://t.co/1gtGLYJjiJ",118,940917714805280768,2017-12-13 12:13:59,Twitter Web Client,0,,2017-12-13,0
135,"RT @JuntsXCat: ?? #president @KRLS: ""En habitatge mai cap govern ha dedicat tants recursos com els dels darrers 5 anys.  Però després l’Est…",140,940916369742233600,2017-12-13 12:08:38,Twitter Web Client,0,,2017-12-13,0
136,"RT @JuntsXCat: ?? @joseprull: ""No tenir un estat a favor és no tenir corredor mediterrani o no tenir els ports de Barcelona i Tarragona ben…",140,940914229196066816,2017-12-13 12:00:08,Twitter Web Client,0,,2017-12-13,0
137,"RT @JuntsXCat: ?? Pare Manel: ""A #JuntsXCat puc aportar l’experiència de molts i molts anys de treball en l’àmbit social, posant d'exemple…",139,940914077920124928,2017-12-13 11:59:32,Twitter Web Client,0,,2017-12-13,1
138,"RT @joseprull: Albiol: «Si guanya l'independentisme, una part de la societat no ha escarmentat». És la concepció democràtica del partit que…",140,940913682099339265,2017-12-13 11:57:57,Twitter Web Client,0,,2017-12-13,0
139,Spanish soldier on top of a tank threatens me and @Pablo_Iglesias_ Unacceptable in the EU. Spanish government must… https://t.co/h2g8yq04dx,139,940807965656961026,2017-12-13 04:57:53,Twitter for Android,5738,,2017-12-13,1
140,Val la pena córrer el risc de sortir del parlament investit president i automàticament ser detingut per les mateixe… https://t.co/edektJTaas,140,940650294026829826,2017-12-12 18:31:21,Twitter Web Client,9318,,2017-12-12,0
141,RT @joseprull: Nova conseqüència del 155: impunitat total perquè el Govern del PP i @idlserna deixin en paper mullat els seus compromisos e…,140,940640046755078145,2017-12-12 17:50:38,Twitter for Android,0,,2017-12-12,0
142,"RT @JuntsXCat: ?? #president @KRLS: ""Els qui no vau fallar el #9N, el #27S i l’#1Oct, tampoc fallareu el #21D. Cada vegada hi ha més vots a…",140,940639854857261061,2017-12-12 17:49:52,Twitter for Android,0,,2017-12-12,0
143,RT @IvanMonforte: Què és el més fàcil quan no ets capaç de fer ni una sola proposta decent en ple segle XXI? Tombar les propostes decents q…,140,940639771512266753,2017-12-12 17:49:32,Twitter for Android,0,,2017-12-12,1
144,"Això és el 155. Les lleixes on s'exhibia el patrimoni cultural, buides. Volen deixar el país així, buit, empobrit,… https://t.co/tdlq5WXcQn",139,940314040005545988,2017-12-11 20:15:11,Twitter for Android,12851,,2017-12-11,1
145,"RT @JuntsXCat: ??El 155 també és l'espoli de les obres de #Sixena. El #21D: imposició o nació, Rajoy o #president @KRLS

#JuntsXCat https:/…",140,940306910573670401,2017-12-11 19:46:52,Twitter for Android,0,,2017-12-11,0
146,"Amb nocturnitat i utilitzant una policia militaritzada, com sempre, tot aprofitant un cop d'estat per espoliar Cata… https://t.co/g0BojNv1eq",140,940128495983890432,2017-12-11 07:57:54,Twitter for Android,15926,,2017-12-11,0
147,"RT @JuntsXCat: ??El #21D triem entre cinisme o dignitat. Triem entre Rajoy o el #president @KRLS!

#JuntsXCat https://t.co/EE5sRmjKC6",133,939965574628519936,2017-12-10 21:10:31,Twitter for Android,0,,2017-12-10,0
148,"No és digne d'una democràcia que es jutgi un president i un govern per haver complert el seu mandat polític, i no h… https://t.co/9t0yj2gDvR",140,939838372247474178,2017-12-10 12:45:03,Twitter Web Client,11081,,2017-12-10,0
149,"Ho vaig demanar fa dies i ara ho exigeixo: PP, PSC i Ciudadanos respectaran els resultats del #21D o engarjolaran s… https://t.co/QnnDtl3xSV",140,939584785667805184,2017-12-09 19:57:24,Twitter for Android,9550,,2017-12-09,0
150,"El #21D hem de dir 'no' a la retallada de llibertats, a la repressió i a la violència. Hem de dir 'sí' a Catalunya,… https://t.co/UuZLKYcMw0",140,939498012912635904,2017-12-09 14:12:35,Twitter for Android,10546,,2017-12-09,0
151,"RT @RTBFinfo: Les médias publics catalans n'ont pas retransmis la manifestation à Bruxelles, de peur des représailles de Madrid https://t.c…",140,939496618377793536,2017-12-09 14:07:03,Twitter for Android,0,,2017-12-09,0
152,RT @324cat: Manifest conjunt dels Museus d'Art de Catalunya contra el trasllat de les obres de Sixena https://t.co/X4ov37W40I https://t.co/…,140,939495912484851712,2017-12-09 14:04:15,Twitter for Android,0,,2017-12-09,0
153,"RT @JuntsXCat: ?? #president @KRLS als alcaldes: “Representeu la dignitat, la fidelitat, el compromís i l’arrelament del nostre projecte al…",140,939471097401049090,2017-12-09 12:25:38,Twitter for Android,0,,2017-12-09,0
154,"RT @JuntsXCat: ?? #president @KRLS:""Som la llista que més s’assembla a les cues de l’#1Oct. Fem gran la proposta que derrotarà Rajoy. Per a…",140,939245083370639360,2017-12-08 21:27:32,Twitter for Android,0,,2017-12-08,0
155,"Empresonar, coartar, mentir... Qui reté a membres del meu govern? Qui utilitza la justícia com vol? Qui fa i desfà… https://t.co/gyG1yvkEoL",139,939160272173924353,2017-12-08 15:50:32,Twitter for Android,10692,,2017-12-08,0
156,"RT @GemmaGeis: Missatge del #president @KRLS:

""Som la llista que el #tripartit155 té por que guanyi. Us demano que ens voteu, m'agradaria…",139,939156099340689409,2017-12-08 15:33:57,Twitter for Android,0,,2017-12-08,0
157,"RT @JuntsXCat: ?? #president @KRLS: ""Catalunya serà un estat modern, sobirà i just si és capaç de situar-se a l'avantguarda democràtica d’E…",140,939152303755493377,2017-12-08 15:18:52,Twitter for Android,0,,2017-12-08,1
158,"RT @JuntsXCat: ?? #president @KRLS: ""Les mateixes idees que et porten a la presidència, no et poden portar a la presó. Si els ciutadans dei…",140,939152232825704448,2017-12-08 15:18:35,Twitter for Android,0,,2017-12-08,0
159,RT @joseprull: Frivolitzar la presó i el patiment dels altres demostra l’altura moral d’aquesta gent. I aquí rau la diferència: nosaltres m…,140,939152177939009537,2017-12-08 15:18:22,Twitter for Android,0,,2017-12-08,0
160,Moltes gràcies a tots els que heu vingut a Brussel·les i a tots els que hauríeu volgut ser-hi. Ens heu donat una fo… https://t.co/GFAlYDHwC0,140,938850758241521664,2017-12-07 19:20:38,Twitter for Android,34196,,2017-12-07,0
161,RT @elnacionalcat: Bombers catalans donen sang com agraïment per haver acollit el Govern exiliat https://t.co/4WXlkx07Fo,120,938848449012862979,2017-12-07 19:11:27,Twitter for Android,0,,2017-12-07,0
162,En #JordiSànchez no té el seu mòbil. Us demano que seguiu aquest nou perfil (@jordialapreso) on es publiquen els se… https://t.co/n4dTt0cqoF,140,938694243190738944,2017-12-07 08:58:42,Twitter for Android,6961,,2017-12-07,0
163,RT @StevensHelga: Many Catalans on the train from Ghent to Brussels! I am also joining the Catalan march in Brussels: “Europe Wake Up. Demo…,140,938692044922474496,2017-12-07 08:49:58,Twitter for Android,0,,2017-12-07,1
164,"Estimats @junqueras, @quimforn, @jordialapreso i @jcuixart, us tenim presents en tot moment i en tot el que fem. Un… https://t.co/Fbc6jEm7Jw",140,938552294001561600,2017-12-06 23:34:39,Twitter for Android,10109,,2017-12-06,0
165,"RT @JuntsXCat: ?? #president @KRLS: ""Es pensen que perseguint-nos, empresonant-nos i vexant-nos estaran empresonant les nostres institucion…",140,938550964948267009,2017-12-06 23:29:22,Twitter for Android,0,,2017-12-06,0
166,"RT @JuntsXCat: ?? #president @KRLS: ""Quan les lleis les fan ells i, quan la justícia l’administren ells, són molt valents. Però quan ja no…",139,938550913572179968,2017-12-06 23:29:09,Twitter for Android,0,,2017-12-06,0
167,Molt agraït per la carta dels treballadors de Presidència @ADIC_PRE. La vostra lleialtat a les nostres legítimes in… https://t.co/DUvzhwkPsa,140,938505775093354496,2017-12-06 20:29:48,Twitter for Android,5730,,2017-12-06,0
168,"Tots junts construirem un país millor. Junts per Catalunya, també a Brussel·les! #JuntsxCat https://t.co/qfdCXSDWXu",115,938422729165991936,2017-12-06 14:59:48,Twitter for Android,7300,,2017-12-06,0
169,"RT @JuntsXCat: ?? #president @KRLS: ""Hem d'exigir al tripartit del 155 que abandoni la fantasia de voler governar Catalunya contra el crite…",140,938161147861176321,2017-12-05 21:40:22,Twitter for Android,0,,2017-12-05,0
170,"?Parla
???Canta
?Defensa't
?Imprimeix
?Piula 
????Baixa al carrer
?Penja coses al balcó
?Pica cassoles
?Ves de groc… https://t.co/IBJYodCna1",140,937954964307103745,2017-12-05 08:01:04,Twitter for Android,19733,,2017-12-05,0
171,"RT @rac1: Catalunya va aportar a l’Estat 16.500 milions d’euros més dels que va rebre en inversions, segons els comptes de la Generalitat h…",140,937952445975711744,2017-12-05 07:51:04,Twitter for Android,0,,2017-12-05,0
172,Estic parlant amb el consellers i conselleres que han sortit avui de la presó. L’alegria no ens treu la indignació… https://t.co/6ZWE2Z2IxD,139,937795703509803008,2017-12-04 21:28:13,Twitter for Android,21023,,2017-12-04,0
173,"Ens ha deixat Carles Santos, un dels músics més autèntics i genuïns, i amb més projecció global. Et trobarem a falt… https://t.co/HWTg2WMkHW",140,937759943326883842,2017-12-04 19:06:07,Twitter for Android,3336,,2017-12-04,0
174,La violència dels vostres somriures és el que us reté a presó. La fortalesa del vostre esperit democràtic és el que… https://t.co/CxyfSG9PLu,140,937657636056690688,2017-12-04 12:19:35,Twitter for Android,18258,,2017-12-04,0
175,"RT @JuntsXCat: ? Llibertat, presos polítics!

??Treballarem incansablement fins que tots torneu a casa!

#JuntsXCat https://t.co/tr5pfoMZgv",139,937629716105912320,2017-12-04 10:28:39,Twitter for Android,0,,2017-12-04,0
176,"El camí de la no violència és més lent i pot confondre, però també és més segur i té més suport. I el #21D cal vota… https://t.co/Ek97z7L9gp",140,937441283810918405,2017-12-03 21:59:53,Twitter for Android,8792,,2017-12-03,0
177,"RT @JuntsXCat: ? Vine a l'acte d'inici de campanya!

? Dilluns, a les 21h
? Edifici Imagina (Av. Diagonal, 177. Barcelona)

#JuntsXCat http…",140,937371371105079296,2017-12-03 17:22:05,Twitter for Android,0,,2017-12-03,0
178,"Solidaritat, empatia, esperit de superació... cada any @la_marato mostra al món les millors qualitats del poble cat… https://t.co/5ExXWQ9Xqy",140,937082101433880576,2017-12-02 22:12:37,Twitter for Android,5808,,2017-12-02,0
179,"RT @JuntsXCat: ? Som la llista de la unitat, la dignitat i l'esperança. Avui hem presentat la candidatura a Sant Julià de Ramis.

? Encarem…",140,937080101858103302,2017-12-02 22:04:41,Twitter for Android,0,,2017-12-02,0
180,"La cadena de solidaritats ens ajuda a mantenir viva l'esperança, a continuar dempeus, a seguir persistint i lluitan… https://t.co/xrWxKMIRNR",140,937036541578416129,2017-12-02 19:11:35,Twitter Web Client,12433,,2017-12-02,0
181,"Vull recordar l'#1Oct amb dues imatges: la de l'esperança per crear un nou país, i la de la brutal repressió polici… https://t.co/KyOvrAdW3v",140,936646114291408896,2017-12-01 17:20:10,Twitter for Android,12798,,2017-12-01,-1
182,"RT @JuntsXCat: ? Demà, vine a l’acte de presentació de la llista!

????? Amb el #president @KRLS
? 11.30h
? Sant Julià de Ramis

? Segueix-…",140,936642179853938688,2017-12-01 17:04:32,Twitter for Android,0,,2017-12-01,0
183,"Jordis, conselleres i consellers empresonats, us volem a casa. Heu de sortir de la presó perquè no hi hauríeu d’hav… https://t.co/WxCc8vjq1j",140,936496417694154752,2017-12-01 07:25:19,Twitter for Android,24106,,2017-12-01,0
184,"Congrats and best wishes to the new prime minister of Iceland @katrinjak, Katrin Jakobsdottir. She is 41 and mother… https://t.co/rkxXoqcsOb",140,936302123301654528,2017-11-30 18:33:16,Twitter for Android,9532,,2017-11-30,1
185,"En la nova realitat espanyola el color groc és delictiu, les bales de goma joguets a les escoles, els bons catòlics… https://t.co/yMoT22VM09",140,936220935908155394,2017-11-30 13:10:39,Twitter for Android,24650,,2017-11-30,0
186,"La candidatura de @juntsxcat és la llista de la unitat, la dignitat i l’esperança. Ajuda'ns a fer una campanya hist… https://t.co/v9BBT8sSvu",140,935985073735823360,2017-11-29 21:33:25,Twitter Web Client,5530,,2017-11-29,0
187,"Estrenem el web de @juntsxcat. Entra-hi, difon-lo, fes-te'n voluntari i ajuda'ns amb una aportació. Junts guanyarem… https://t.co/o1EtCLjsYf",140,935791063608053760,2017-11-29 08:42:30,Twitter for iPhone,5133,,2017-11-29,0
188,"RT @JuntsXCat: ? #president @KRLS: ""La campanya de #juntsxcat vol dir prou al 155, prou a la retallades de llibertat. Volem restituir la de…",140,935598929684688896,2017-11-28 19:59:02,Twitter for Android,0,,2017-11-28,0
189,"Molt content de veure’m amb l’alcalde de Gironella, @david_font, que em porta el suport de tantes persones de la se… https://t.co/XHslUyyCno",140,935587940717268992,2017-11-28 19:15:22,Twitter for Android,4766,,2017-11-28,0
190,"La política espanyola té un greu problema amb la discrepància: quan no té raó, acusa els altres de perdre el cap. A… https://t.co/pWnIeeityx",140,935547257352531969,2017-11-28 16:33:42,Twitter for Android,7540,,2017-11-28,0
191,RT @ClaraPonsati: Garanties ...  https://t.co/eyHmkIXXJ5,56,935545969948680193,2017-11-28 16:28:35,Twitter for Android,0,,2017-11-28,0
192,RT @BBCWorld: Behind bars https://t.co/szExVOTvG2,49,935545862398279681,2017-11-28 16:28:09,Twitter for Android,0,,2017-11-28,-1
193,RT @MonDiari: Ripoll exigeix a Madrid explicacions sobre la vinculació de l'imam amb el CNI https://t.co/EPc5NRSt3z,115,935545215632461825,2017-11-28 16:25:35,Twitter for Android,0,,2017-11-28,0
194,RT @CatalunyaRadio: ? El saló @ibtmworld que se celebra a @Fira_Barcelona constata que el turisme de negocis continua apostant per #Barcelo…,140,935544899805614085,2017-11-28 16:24:20,Twitter for Android,0,,2017-11-28,0
195,RT @PuigGordi: Un pont més trencat. Així volen restablir el diàleg ?  https://t.co/qPhghOOK3t,93,935544735279828992,2017-11-28 16:23:41,Twitter for Android,0,,2017-11-28,0
196,"Commogut per la mort de la Patricia Gabancho. Trobarem a faltar el seu compromís, la seva empenta i el seu caràcter https://t.co/eUH52QBgWF",139,935506434141368320,2017-11-28 13:51:29,Twitter for Android,6656,,2017-11-28,0
197,"RT @JuntsXCat: ? 'Puigdemont, el nostre president'

?? Aquest és el nostre eslògan i la imatge de campanya pel #21D

#JuntsXCat https://t.c…",140,935472909849645056,2017-11-28 11:38:16,Twitter for Android,0,,2017-11-28,0
198,"RT @JuntsXCat: ?? @elsa_artadi: ""L'objectiu del #21D és restaurar la democràcia i les institucions i seguir treballant amb el mandat de l’#…",140,935472858779869184,2017-11-28 11:38:04,Twitter for Android,0,,2017-11-28,0
199,Ha estat un goig reveure pràcticament tots els alcaldes de l’Alt Urgell aprofitant la visita que han fet al Parlame… https://t.co/PqYcLpnUYs,140,935262177103138816,2017-11-27 21:40:54,Twitter Web Client,10467,,2017-11-27,0
